year,state,county,division_yield,division_noaa,data_item,value,cv,temp_gs,pcpn_gs,fips,tmax_m01,tmax_m02,tmax_m03,tmax_m04,tmax_m05,tmax_m06,tmax_m07,tmax_m08,tmax_m09,tmax_m10,tmax_m11,tmax_m12,prcp_m01,prcp_m02,prcp_m03,prcp_m04,prcp_m05,prcp_m06,prcp_m07,prcp_m08,prcp_m09,prcp_m10,prcp_m11,prcp_m12
1952,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",77.0,,24.02777777777777,609.346,17007,-1.5925806451612905,1.5389655172413794,3.4970967741935484,16.467,20.401290322580646,27.880333333333333,29.202903225806452,26.143548387096775,24.086333333333336,14.883548387096774,9.306000000000001,0.5474193548387096,43.18,7.870000000000001,96.63,57.550000000000004,86.71000000000001,150.93,191.48,103.86,18.799999999999997,0.37,92.23,52.07
1953,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",76.0,,24.03703703703704,492.75999999999993,17007,-0.6625806451612904,2.185,6.521290322580645,11.722000000000001,21.60677419354839,28.457333333333334,29.139354838709675,29.019354838709678,24.317999999999998,20.419354838709676,9.604999999999999,1.0729032258064515,32.13,45.1,50.129999999999995,67.51,67.92,134.54,104.03,55.4,63.12,22.13,15.2,60.17
1954,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",75.0,,23.861111111111114,663.7019999999999,17007,-1.524516129032258,5.262142857142857,4.847741935483871,16.67866666666667,18.59741935483871,28.49866666666667,28.71225806451613,26.212903225806453,24.457,16.018064516129034,8.053666666666667,0.04290322580645165,18.76,33.32,60.18,129.39,70.24000000000001,169.10999999999999,131.91,99.04,64.18,178.51999999999998,34.32,61.269999999999996
1955,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",64.0,,25.666666666666668,465.074,17007,-2.6870967741935483,-0.465,6.489354838709678,19.122666666666667,23.251290322580644,24.52266666666667,32.160000000000004,30.135483870967743,24.872666666666664,17.228387096774195,4.712666666666666,-2.125483870967742,27.509999999999998,33.94,54.04,62.48,62.58,109.86,70.44,96.49,63.21,91.72,19.77,13.23
1956,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",78.0,,23.62037037037037,491.23599999999993,17007,-0.8899999999999999,0.6231034482758621,5.251612903225807,14.016,21.156451612903226,28.908333333333335,27.070645161290322,27.197741935483872,23.397,21.133870967741935,7.2396666666666665,1.3103225806451615,8.450000000000001,26.02,25.11,100.74,93.28,43.92,126.67000000000002,115.18,11.18,11.219999999999999,52.75,28.16
1957,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",70.0,,23.21296296296296,564.1339999999999,17007,-5.305483870967742,2.2739285714285713,6.445483870967742,14.267666666666667,19.58677419354839,26.404,29.406451612903226,27.52032258064516,22.107000000000003,14.975483870967743,6.3420000000000005,2.820967741935484,43.95,35.07,49.370000000000005,89.72,146.2,51.72,119.97,134.61,21.84,38.02,83.84,75.16
1958,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",73.0,,23.08333333333333,415.798,17007,-2.795483870967742,-4.681071428571428,4.9716129032258065,15.008333333333333,23.24225806451613,22.822333333333333,26.25483870967742,28.187096774193545,22.999666666666666,18.193225806451615,8.680666666666667,-3.6670967741935487,27.43,3.49,10.48,51.34,48.59,98.68,100.25,58.44,58.6,72.2,61.61,16.650000000000002
1959,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",81.0,,24.268518518518523,616.712,17007,-5.742903225806452,-2.0064285714285712,5.507741935483871,14.196,23.53838709677419,27.170333333333335,27.69451612903226,28.65774193548387,24.346666666666668,12.481935483870968,2.4916666666666667,2.9783870967741937,46.46,52.66,99.82000000000001,89.66,85.57,68.92,164.78,108.7,99.13,158.04,54.94,71.06
1960,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",65.0,,23.03703703703704,611.378,17007,-1.8545161290322578,-2.384137931034483,-0.5564516129032256,15.921,18.975161290322582,24.27766666666667,27.34193548387097,27.636129032258065,24.003666666666668,16.307096774193546,8.247333333333334,-1.1887096774193548,118.56,43.78,46.08,121.09,128.81,95.22,109.62,89.5,66.94,99.54,53.260000000000005,11.18
1961,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",85.0,,22.666666666666668,581.1519999999999,17007,-2.5664516129032258,4.005357142857143,6.708064516129032,10.917,19.586129032258064,26.781333333333336,27.580967741935485,27.583548387096776,23.529,16.568064516129034,6.785666666666667,-1.9080645161290322,5.51,18.46,102.28,63.370000000000005,42.35,54.28,128.34,49.11,243.63,136.62,94.39,26.75
1962,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",92.0,,23.398148148148152,440.436,17007,-6.2212903225806455,-2.198571428571429,3.108064516129032,14.586,23.926451612903225,26.636000000000003,25.46741935483871,28.18967741935484,21.526,17.521612903225805,7.743666666666667,-1.201290322580645,63.01,43.95,49.870000000000005,38.4,97.78,73.1,142.64,34.56,53.75,33.7,19.84,15.24
1963,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90.0,,23.990740740740744,528.066,17007,-8.912580645161292,-3.6224999999999996,8.000645161290324,16.661333333333335,20.186129032258062,28.475666666666665,29.27774193548387,26.395806451612902,22.945666666666668,22.215806451612906,10.023666666666665,-6.11483870967742,13.82,13.61,64.47,102.8,47.13,100.47999999999999,105.83,86.34,85.07,22.1,53.489999999999995,21.439999999999998
1964,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",95.0,,24.018518518518515,606.5519999999999,17007,1.0512903225806454,1.2262068965517243,4.862580645161291,14.406666666666666,24.306451612903224,27.20266666666667,28.893548387096775,26.208709677419357,23.079333333333334,16.0,9.719,-1.7770967741935484,21.85,14.3,93.44,123.5,87.50999999999999,119.29,134.72,67.86,73.77000000000001,3.91,101.30000000000001,25.98
1965,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90.0,,23.14814814814815,701.548,17007,-2.8651612903225803,-1.127857142857143,0.26516129032258073,12.57,23.981290322580644,26.800333333333334,28.79290322580645,25.666774193548385,21.090666666666667,16.193870967741937,8.198333333333332,3.478709677419355,100.24000000000001,29.56,59.65,114.85000000000001,66.55,37.730000000000004,84.0,211.25,186.89,77.34,52.03,80.77
1966,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",89.0,,22.768518518518515,407.924,17007,-5.71,-0.6639285714285714,7.968387096774194,12.121666666666666,17.79612903225806,27.040000000000003,30.233548387096775,26.81,22.602333333333334,16.57032258064516,8.235666666666667,-0.7287096774193549,37.8,40.980000000000004,54.96,88.42,76.57,84.78999999999999,80.97999999999999,41.47,35.94,47.14,78.36,56.94
1967,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",106.0,,22.018518518518523,600.456,17007,0.3306451612903226,-2.9496428571428575,6.071612903225806,14.361333333333333,18.4158064516129,26.395,26.629032258064516,24.2958064516129,22.074333333333335,14.817096774193548,4.328333333333333,0.7103225806451613,42.72,27.5,37.33,113.15,65.09,208.66,72.73,72.73,68.43,106.32000000000001,59.93000000000001,38.29
1968,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",104.0,,23.08333333333333,680.7199999999999,17007,-2.2754838709677423,-1.1686206896551725,11.04225806451613,15.827,19.081935483870968,26.510333333333335,27.331935483870968,27.338064516129034,22.420666666666666,16.48032258064516,6.143,-0.6593548387096774,17.32,16.27,16.73,88.38,91.2,140.53,86.19,130.9,143.78,31.31,69.34,75.63
1969,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",106.0,,23.04629629629629,604.52,17007,-5.0287096774193545,0.26392857142857146,5.035161290322581,15.526666666666667,21.778387096774193,22.761333333333333,27.463548387096775,28.18903225806452,22.537333333333333,14.499032258064515,6.087666666666666,-0.9203225806451614,49.03,1.89,24.97,89.32000000000001,95.02,241.81,86.42,37.03,54.96,147.59,28.21,29.09
1970,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",91.0,,23.86111111111111,747.268,17007,-7.118064516129032,-0.7707142857142858,4.836774193548387,14.732666666666667,22.32903225806452,26.08533333333333,29.405806451612904,27.988387096774193,22.663,16.72451612903226,5.7459999999999996,0.48032258064516126,11.74,14.64,35.870000000000005,75.82,140.54,116.44,111.4,16.049999999999997,286.92,71.35,49.379999999999995,36.14
1971,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",105.0,,24.15740740740741,381.762,17007,-5.404193548387097,-1.3471428571428572,3.6248387096774195,15.258000000000001,20.56483870967742,29.163,26.81451612903226,27.546774193548387,25.548,20.423548387096773,7.707333333333334,2.375483870967742,29.52,62.94,49.44,39.49,46.71,84.56,81.61,78.14,51.42,45.019999999999996,56.96,125.16
1972,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",113.0,,22.611111111111114,968.502,17007,-3.742903225806452,-2.1144827586206896,4.680000000000001,12.217,22.958387096774196,25.311666666666667,26.780645161290323,26.20483870967742,22.162666666666667,13.496451612903225,3.867,-2.3341935483870966,17.9,16.73,68.53999999999999,125.89,108.49,141.13,149.57,244.89,198.32,85.29,33.980000000000004,58.660000000000004
1973,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",98.0,,22.73148148148148,775.2079999999999,17007,-0.011290322580645063,0.48321428571428576,10.353548387096774,13.116999999999999,18.135161290322582,26.677666666666667,28.495806451612903,27.807419354838707,22.147,18.496451612903225,7.409666666666666,-1.3516129032258066,36.16,34.99,89.34,207.63,141.16,87.27,102.36,40.730000000000004,196.05,107.26,54.019999999999996,81.96
1974,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",64.0,,22.694444444444443,564.388,17007,-3.1832258064516132,-0.16678571428571434,6.638064516129032,16.307333333333336,18.36741935483871,24.225666666666665,29.789677419354838,25.789677419354838,21.683,16.796451612903226,7.163333333333333,0.1929032258064516,89.91,41.05,58.12,106.52,164.26000000000002,166.39,50.18,61.38,15.36,54.98,68.34,41.1
1975,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",108.0,,22.731481481481485,557.276,17007,-0.6835483870967742,-1.4639285714285715,2.854516129032258,11.010666666666667,23.44709677419355,26.272333333333332,28.000967741935483,27.21193548387097,20.420333333333335,18.93548387096774,10.386333333333335,0.5806451612903227,61.79,53.13,61.46,82.92,86.09,133.07,69.94,161.7,23.74,13.32,104.89,42.96
1976,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",104.0,,23.740740740740744,408.178,17007,-3.8806451612903223,4.659999999999999,9.051612903225807,16.79266666666667,19.412258064516127,26.843,29.53483870967742,27.135806451612904,22.767,13.271935483870967,3.5300000000000002,-4.1819354838709675,15.809999999999999,40.64,148.68,89.7,76.3,70.0,77.16,63.370000000000005,31.75,53.32,7.62,7.25
1977,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",116.0,,24.60185185185185,589.026,17007,-9.66741935483871,0.054999999999999945,10.571612903225805,19.551,26.531612903225806,25.732666666666667,29.66,24.455483870967743,21.667666666666666,14.641290322580645,6.5233333333333325,-2.59,14.82,17.23,101.57,60.19,72.97,104.44,114.35,146.19,90.85,70.39,66.15,41.61
1978,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",118.0,,23.916666666666668,824.738,17007,-6.625806451612903,-5.325714285714286,3.128709677419355,14.955333333333334,21.363870967741935,26.94,26.87483870967742,27.311935483870965,26.055999999999997,15.443870967741935,7.762,-2.1932258064516126,30.73,7.43,23.669999999999998,95.93,100.6,190.11,234.91,77.64,125.36,31.34,62.349999999999994,56.58
1979,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",124.0,,23.02777777777777,591.312,17007,-8.689354838709678,-6.054285714285714,4.9235483870967744,11.652666666666667,21.99483870967742,26.762666666666668,27.911290322580644,25.601612903225806,24.236,15.516129032258064,6.697666666666667,3.1367741935483875,70.55,27.939999999999998,100.67999999999999,122.35000000000001,39.63,117.78,92.16,217.61,1.18,44.769999999999996,69.07000000000001,52.05
1980,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",116.0,,23.58333333333333,728.9799999999999,17007,-2.7406451612903227,-3.02551724137931,3.5170967741935484,13.854666666666667,22.649032258064516,25.407666666666668,29.524838709677418,27.305806451612902,22.82633333333333,13.77741935483871,7.666333333333332,-0.3412903225806452,26.02,21.3,14.17,71.62,79.52,145.29,105.91,148.66,177.97,38.66,23.73,73.42999999999999
1981,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",123.0,,23.194444444444443,640.5880000000001,17007,-1.4093548387096773,1.8128571428571427,9.080322580645161,17.267666666666667,20.03290322580645,26.567,27.26225806451613,26.394193548387097,21.648333333333333,14.829354838709676,8.952666666666666,-0.937741935483871,1.99,59.65,17.39,119.16,47.660000000000004,147.77,40.99,185.02,100.03999999999999,68.66,39.849999999999994,21.27
1982,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",131.0,,22.564814814814813,593.5980000000001,17007,-7.424193548387097,-2.2842857142857143,4.593870967741935,12.125,23.938709677419357,23.880999999999997,28.280645161290323,25.523225806451613,21.641333333333332,17.91290322580645,7.429666666666667,4.166451612903225,42.99,4.6,79.26,90.87,111.83,81.83,190.82,77.06,41.3,106.04,117.41,108.88
1983,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",103.0,,23.53703703703704,539.496,17007,-0.9870967741935485,2.2471428571428573,7.137741935483871,11.264333333333333,18.24225806451613,27.05933333333333,30.824838709677422,30.380967741935482,23.442999999999998,16.574838709677422,8.484,-7.158064516129032,10.59,42.019999999999996,59.14,86.28,123.85000000000001,56.89,110.7,76.84,84.56,70.39999999999999,118.23,60.53
1984,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",115.0,,23.203703703703702,491.998,17007,-4.610645161290323,4.327586206896552,1.9774193548387096,12.915,18.91,27.422666666666665,27.82903225806452,29.315483870967743,22.854333333333333,17.36935483870968,7.84,2.4612903225806453,17.34,39.28,45.28,83.75999999999999,117.57,93.8,84.91,47.67,64.34,142.14,90.07,74.94
1985,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",122.0,,24.055555555555557,457.454,17007,-5.498064516129032,-2.9114285714285715,8.734516129032258,17.61,23.789677419354838,25.356333333333335,28.732903225806453,25.570645161290326,23.352666666666668,16.204193548387096,4.950333333333333,-4.658387096774193,32.84,52.83,77.47,34.46,93.33,66.11,91.97,98.08,73.69,171.0,163.82,54.56
1986,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",135.0,,23.82407407407408,667.0039999999999,17007,-2.0570967741935484,-2.0114285714285716,9.02290322580645,17.676333333333332,21.62258064516129,26.354,28.92322580645161,25.22225806451613,23.158333333333335,16.07,5.524,1.0554838709677419,18.34,69.83,26.42,49.7,107.54,95.2,117.0,63.92,233.5,60.92,25.4,20.35
1987,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",119.0,,24.953703703703702,709.93,17007,-0.816774193548387,4.703214285714286,9.209999999999999,17.041333333333334,23.932258064516127,29.395,29.87451612903226,26.436129032258062,22.992,13.289354838709677,9.912,1.655483870967742,24.71,6.83,53.86,90.87,93.25,62.56,132.01,271.87,59.39,24.55,69.81,96.78
1988,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",66.0,,26.31481481481481,325.628,17007,-4.460967741935484,-1.6058620689655172,7.869032258064516,14.968333333333334,24.779354838709676,30.52466666666667,31.80354838709677,30.656451612903226,25.158333333333335,13.131612903225806,8.124,1.3012903225806454,68.41,13.07,47.57,82.87,29.86,28.81,51.24,77.42,55.28,59.21,103.25,47.49
1989,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",138.0,,23.01851851851852,528.574,17007,2.2541935483870965,-3.7289285714285714,5.500645161290323,13.724333333333334,20.71225806451613,26.06566666666667,29.173870967741934,26.582903225806454,21.881666666666668,17.7241935483871,6.807666666666666,-5.104516129032258,13.1,15.68,48.91,35.43,53.61,70.44,162.38,114.44,92.36999999999999,27.02,27.69,12.719999999999999
1990,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",130.0,,22.93518518518519,666.496,17007,3.5022580645161288,2.6503571428571426,8.567741935483872,15.012666666666666,18.27548387096774,26.284,27.338709677419356,26.68516129032258,24.053333333333335,16.215806451612902,10.933333333333334,0.28806451612903233,46.96,34.22,88.2,71.7,140.31,182.89,107.39,132.09,32.37,90.64999999999999,100.96000000000001,53.370000000000005
1991,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",83.0,,25.166666666666668,448.564,17007,-3.3593548387096774,1.926785714285714,8.586774193548386,16.561666666666667,23.833548387096776,28.880666666666666,29.7241935483871,29.03322580645161,22.98,16.070967741935483,5.352,1.828064516129032,27.86,13.639999999999999,108.53,81.7,110.08,61.11,44.87,57.33,93.15,151.08,107.95,39.74
1992,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",130.0,,21.83333333333333,541.7819999999999,17007,0.2680645161290322,3.185862068965517,7.944838709677419,12.222333333333333,22.023870967741935,26.033666666666665,25.021935483870966,24.312258064516126,21.454,15.920967741935485,5.015666666666666,0.31709677419354837,25.63,36.2,60.94,72.42999999999999,24.74,36.29,173.89,84.25,150.22,20.83,125.85,76.24000000000001
1993,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",99.0,,22.30555555555556,829.056,17007,-0.9641935483870967,-0.7782142857142856,4.369354838709677,12.159333333333334,22.2041935483871,24.827333333333335,27.612903225806452,27.662580645161288,19.30666666666667,15.824838709677419,6.758666666666667,0.3825806451612903,62.29,20.0,69.65,168.56,72.61,290.94,110.14,71.63,114.86,22.55,41.29,30.39
1994,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",160.0,,23.87037037037037,524.51,17007,-6.429354838709678,-2.6699999999999995,7.53774193548387,16.558666666666667,22.18903225806452,28.555,27.299999999999997,25.200645161290325,23.448,17.456451612903226,9.7,3.0019354838709678,33.26,65.71,20.32,51.45,35.61,134.45000000000002,81.28,158.5,63.199999999999996,28.04,123.73,27.77
1995,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",102.0,,23.73148148148148,521.716,17007,-2.777741935483871,-0.049642857142857176,8.857096774193549,12.133999999999999,19.776774193548388,28.478333333333335,29.78290322580645,30.089032258064517,22.140333333333334,17.03290322580645,3.219333333333333,-0.8141935483870967,52.65,2.93,40.06,120.16,125.42,44.92,76.02000000000001,107.27,48.13,113.03,85.7,15.75
1996,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",126.0,,22.30555555555556,684.0219999999999,17007,-2.1835483870967742,-0.38344827586206887,4.312258064516129,13.429,17.932580645161288,25.530666666666665,26.63774193548387,27.504516129032258,22.746666666666666,16.70967741935484,2.852333333333333,-1.0693548387096774,37.57,16.89,16.65,77.52,222.09,141.36,123.92,72.19,47.37,87.67000000000002,26.39,45.160000000000004
1997,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",137.0,,22.54629629629629,502.1579999999999,17007,-3.962903225806452,0.8189285714285715,7.430000000000001,13.019666666666666,18.10290322580645,26.692666666666664,28.488387096774193,25.453225806451613,23.52766666666667,17.070645161290322,5.1979999999999995,1.318709677419355,38.68,72.82,30.009999999999998,41.79,130.4,122.03,44.09,98.72,65.18,42.06,35.18,27.12
1998,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",159.0,,24.361111111111114,670.56,17007,0.38419354838709674,6.027857142857143,7.0845161290322585,14.889666666666667,24.056451612903224,25.63533333333333,28.197741935483872,27.698387096774194,25.622,17.14548387096774,10.394666666666666,4.91,47.79,38.53,75.76,124.89999999999999,131.2,155.72,65.4,126.89,66.58,114.73,51.64,23.810000000000002
1999,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",149.0,,24.15740740740741,741.172,17007,-3.7845161290322578,4.53,6.8909677419354844,15.568666666666667,22.616774193548387,26.769000000000002,30.473870967741938,25.980645161290322,23.555666666666664,17.18032258064516,13.017,1.5225806451612904,72.52,26.27,17.75,174.97,105.15,178.92,91.32000000000001,86.36,104.71000000000001,21.57,17.01,47.64
2000,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",140.0,,23.28703703703704,813.5619999999999,17007,-1.19,4.463448275862069,12.304193548387097,14.931999999999999,22.268387096774195,24.932000000000002,26.92064516129032,27.15774193548387,23.419666666666668,18.695483870967742,6.119,-5.51258064516129,30.98,45.07,26.689999999999998,97.89,167.93,202.49,103.96000000000001,89.39,152.12,28.24,58.56,53.25
2001,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",146.0,,24.287037037037035,633.9839999999999,17007,-1.3729032258064517,-0.38178571428571434,5.8590322580645156,18.11433333333333,22.240000000000002,25.409666666666666,29.88516129032258,28.223225806451612,21.898333333333333,15.649032258064516,14.121666666666666,4.0112903225806456,38.55,80.92,21.76,86.35,93.28,96.36,62.36,112.25,183.29,121.12,49.62,24.130000000000003
2002,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",133.0,,24.21296296296296,592.074,17007,2.8787096774193546,4.274285714285715,5.828709677419355,14.727333333333332,18.60967741935484,27.103333333333335,30.806129032258063,28.450645161290325,25.634666666666664,14.185806451612903,6.434,2.0458064516129033,21.95,40.36,40.72,100.45,75.54,128.73000000000002,29.31,175.60999999999999,82.92,74.0,15.43,19.669999999999998
2003,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",152.0,,23.52777777777777,475.234,17007,-3.0529032258064515,-0.5553571428571429,7.27741935483871,15.539333333333333,19.36774193548387,25.177,27.863548387096774,29.33645161290323,23.826999999999998,17.405806451612904,8.754333333333333,3.0832258064516127,9.58,4.869999999999999,32.56,48.410000000000004,154.57,53.55,134.76,33.910000000000004,49.71,37.25,114.08000000000001,70.81
2004,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",175.0,,23.259259259259256,548.8939999999999,17007,-3.7235483870967743,1.1917241379310344,9.724193548387097,16.718,21.317419354838712,25.017333333333333,26.59967741935484,24.34258064516129,25.578666666666667,17.212580645161292,9.434,0.8174193548387096,17.68,23.25,111.10000000000001,45.93,206.57,120.26,68.36,94.38,13.15,64.24000000000001,68.32,27.57
2005,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",116.0,,25.259259259259256,375.158,17007,-1.6187096774193548,2.9417857142857144,6.012903225806451,18.066666666666666,19.620967741935484,29.690333333333335,29.34516129032258,28.434838709677418,26.43,17.701612903225808,9.435333333333334,-3.355161290322581,88.78999999999999,47.73,16.65,44.96,56.93,39.77,53.980000000000004,101.1,78.3,9.58,77.59,31.150000000000002
2006,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",172.0,,23.685185185185187,627.126,17007,3.8193548387096774,1.575,6.985483870967743,17.795,20.894516129032258,25.551333333333332,29.19451612903226,27.46741935483871,21.279333333333334,13.638387096774194,9.588333333333333,3.0832258064516127,71.03,16.93,92.82000000000001,102.32,108.24,103.55,100.86,126.08,86.13,97.14999999999999,71.81,63.11
2007,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",182.0,,24.314814814814813,728.472,17007,0.532258064516129,-4.698928571428572,9.785483870967743,13.243,24.195483870967742,27.053333333333335,27.904838709677417,27.78322580645161,25.699,19.746129032258064,7.62,-1.0996774193548389,28.93,48.16,62.62,102.43,37.17,116.63000000000001,101.86,335.76,34.839999999999996,54.05,9.83,84.95
2008,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",169.0,,23.37037037037037,753.8719999999998,17007,-1.449032258064516,-3.0524137931034483,4.712903225806452,15.104000000000001,19.892258064516128,26.54866666666667,28.026129032258062,27.05354838709677,23.623,15.63483870967742,7.614,-2.0,41.1,102.25,54.61,128.35999999999999,80.43,163.21,171.01,50.06,160.70000000000002,56.37,33.13,121.33
2009,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",148.0,,22.435185185185187,627.126,17007,-6.215806451612903,1.452142857142857,8.682258064516128,14.377666666666666,21.233225806451614,25.55933333333333,24.510322580645163,25.050967741935484,23.886666666666667,12.493870967741936,11.081333333333333,-1.1093548387096774,29.41,55.45,122.26,127.53000000000002,95.97,158.53,70.45,140.85,33.94,157.51,44.97,92.66
2010,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",182.5,,24.87037037037037,718.058,17007,-4.026774193548387,-0.47821428571428576,10.081935483870968,19.276999999999997,22.20193548387097,26.507333333333335,29.441290322580645,28.739032258064515,23.037,19.600322580645162,9.859666666666667,-2.9470967741935485,22.86,21.27,37.67,72.09,139.98,171.48,199.94,68.34,66.25,51.13,29.43,37.879999999999995
2011,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180.1,,23.222222222222214,676.656,17007,-3.9003225806451614,-0.34178571428571425,6.71741935483871,13.083666666666666,20.405806451612904,26.272666666666666,30.879032258064516,27.76483870967742,20.937666666666665,17.81064516129032,9.556333333333333,3.703225806451613,21.29,57.12,86.21,107.61,115.85,77.27,148.9,107.57,119.47,40.93,99.71,55.47
2012,17,7,,2,,,,25.425925925925924,361.188,17007,1.496451612903226,3.560689655172414,16.15290322580645,14.896333333333333,24.583548387096776,28.392666666666667,32.86741935483871,28.09967741935484,23.740333333333336,15.287741935483872,8.335666666666667,3.849354838709677,28.41,39.42,58.21,92.99,60.44,30.37,77.61,53.989999999999995,45.36,74.24,18.58,64.33
2013,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",179.9,,23.185185185185187,674.624,17007,0.16967741935483877,-1.287857142857143,2.353548387096774,12.464666666666666,22.339032258064517,25.336333333333336,27.49774193548387,27.301935483870967,24.238333333333333,16.00258064516129,6.461,-2.583870967741935,84.25999999999999,70.6,52.14,194.25,95.45,224.14000000000001,53.8,58.15,48.879999999999995,67.09,68.52,34.48
2014,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",191.4,,22.851851851851848,657.606,17007,-6.444838709677419,-5.815714285714286,2.586129032258065,14.497333333333334,20.986451612903224,26.154999999999998,25.59935483870968,26.978709677419356,22.846999999999998,15.750645161290322,3.550333333333333,1.816451612903226,47.260000000000005,35.82,24.52,79.72000000000001,112.96,195.96,78.64,133.58,56.63,67.36,42.6,19.59
2015,17,7,2.0,2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",201.1,,23.666666666666668,668.7819999999999,17007,-3.1551612903225807,-5.8325000000000005,6.242580645161291,16.572666666666667,21.33225806451613,25.168333333333333,27.108709677419355,26.34193548387097,25.517999999999997,17.437419354838713,10.681000000000001,5.934516129032258,18.89,22.7,27.99,81.13,132.94,169.92000000000002,101.89,88.57000000000001,94.42,38.12,136.08,132.69
