year,state,county,division_yield,division_noaa,data_item,value,cv,temp_gs,pcpn_gs,county_padded,fips_full,tmax_avg_jan,prcp_tot_jan,tmax_avg_feb,prcp_tot_feb,tmax_avg_mar,prcp_tot_mar,tmax_avg_apr,prcp_tot_apr,tmax_avg_may,prcp_tot_may,tmax_avg_jun,prcp_tot_jun,tmax_avg_jul,prcp_tot_jul,tmax_avg_aug,prcp_tot_aug,tmax_avg_sep,prcp_tot_sep,tmax_avg_oct,prcp_tot_oct,tmax_avg_nov,prcp_tot_nov,tmax_avg_dec,prcp_tot_dec
2006,19,015,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",172.7,,24.87037037037037,688.848,015,19015,4.4803225806451605,14.969999999999999,3.0696428571428576,9.59,7.8519354838709665,70.15,19.148999999999997,106.43,22.43258064516129,61.599999999999994,28.182000000000006,31.090000000000003,30.271290322580644,164.57,27.56709677419355,150.42,21.60533333333333,174.79999999999998,14.882258064516124,52.12,10.173000000000002,35.989999999999995,4.90709677419355,60.34
2007,19,015,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",182.2,,25.15740740740741,757.174,015,19015,-1.0445161290322575,26.03,-4.949642857142854,42.83,10.642580645161292,78.37,14.483666666666666,167.92999999999998,24.5783870967742,161.75000000000003,27.739333333333335,71.43,29.737419354838714,73.02,29.131612903225804,226.45,25.326666666666664,56.56,18.938387096774196,140.89,8.730333333333332,3.8600000000000003,-2.5580645161290323,49.160000000000004
2008,19,015,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",166.0,,23.40740740740741,919.4799999999999,015,19015,-3.9235483870967744,12.62,-3.3999999999999995,29.529999999999998,5.343870967741936,46.510000000000005,13.219999999999997,144.12,21.02838709677419,192.86999999999998,26.744333333333337,258.12,28.6474193548387,207.85,27.47,41.17,23.375999999999998,75.72999999999999,17.0041935483871,98.97,7.790333333333333,57.64,-2.623870967741936,32.559999999999995
2009,19,015,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",183.4,,23.23148148148148,556.006,015,19015,-5.097741935483872,27.0,2.790357142857143,7.279999999999999,9.175483870967742,93.73,14.61233333333333,119.66000000000001,21.87290322580645,100.86,26.410999999999998,115.34,26.15838709677419,76.69999999999999,26.060000000000006,113.85000000000001,24.28366666666666,29.83,11.746774193548388,183.54999999999998,11.861666666666666,25.73,-2.5438709677419356,61.99000000000001
2010,19,015,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",162.5,,25.11111111111111,1038.606,015,19015,-6.840322580645159,33.63,-3.8196428571428567,23.440000000000005,8.220645161290323,41.99000000000001,19.830666666666662,92.88999999999999,21.961612903225802,97.78,27.221999999999994,285.5,28.77774193548387,191.98999999999998,29.32870967741935,228.36999999999995,23.545666666666673,141.99,20.44225806451613,12.379999999999999,8.908333333333333,54.08999999999999,-2.471290322580644,20.17
2011,19,015,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",182.5,,23.87037037037037,573.0239999999999,015,19015,-4.896129032258065,20.430000000000003,-0.12428571428571464,24.439999999999998,7.031612903225807,26.83,14.645000000000003,104.66,21.503225806451617,116.42000000000002,26.26666666666667,138.45000000000002,30.7874193548387,91.94,27.910967741935483,68.88,22.11333333333333,52.75000000000001,19.737419354838718,19.68,10.111666666666668,58.55,3.252258064516129,52.199999999999996
2012,19,015,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",147.1,,26.68518518518518,416.8139999999999,015,19015,3.0554838709677425,8.19,3.724827586206896,38.68,17.36258064516129,51.78999999999999,18.415999999999997,110.4,25.78290322580645,64.05999999999999,28.317000000000004,79.03999999999999,33.2458064516129,52.66,29.18483870967743,60.21,25.184,50.449999999999996,16.025806451612905,61.76999999999999,10.548,20.400000000000002,2.4254838709677404,34.449999999999996
2013,19,015,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",154.2,,24.074074074074076,594.6139999999998,015,19015,-0.3025806451612903,15.98,0.4810714285714283,24.569999999999997,2.7229032258064514,48.78,12.665333333333336,152.23999999999998,20.566451612903226,245.9,26.105333333333338,91.08,29.034516129032255,32.48,29.272903225806456,34.279999999999994,26.825999999999997,38.67,16.810000000000006,68.08,6.732666666666666,36.13,-3.1667741935483873,12.47
2014,19,015,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180.9,,23.277777777777775,850.1379999999999,015,19015,-2.9700000000000006,3.8,-3.8403571428571435,38.78,4.757096774193548,25.040000000000003,15.758333333333333,124.81999999999998,22.03645161290322,109.66000000000001,26.734,232.63999999999996,25.88709677419354,93.10000000000001,26.68258064516129,154.27999999999997,22.575,135.50999999999996,17.298387096774196,107.76999999999998,3.8806666666666683,17.7,1.1164516129032256,27.93
2015,19,015,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.3,,24.09259259259259,921.7660000000001,015,19015,0.014516129032257899,11.94,-4.330357142857143,26.63,10.710645161290325,6.82,17.431333333333335,101.47000000000001,21.210000000000004,136.07999999999998,26.223333333333326,210.95000000000005,27.555161290322577,152.25,25.82935483870968,182.73000000000002,26.261999999999993,138.46,17.922580645161293,36.99,10.76566666666667,76.52,3.740322580645161,133.79000000000002
2016,19,015,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",208.4,,25.10185185185185,811.0219999999999,015,19015,-3.193225806451612,17.32,2.1251724137931034,25.99,12.296774193548389,45.79,16.866999999999997,87.22000000000001,21.76193548387097,126.76999999999998,29.934000000000005,50.93000000000001,28.542258064516126,178.51000000000002,27.693870967741926,181.9,25.78366666666666,185.57,19.69225806451613,22.930000000000003,13.982666666666665,40.99,-0.28419354838709626,33.879999999999995
2017,19,015,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.4,,25.23148148148148,479.806,015,19015,-0.9706451612903227,47.21,7.576785714285714,34.34,8.355483870967742,70.84,16.359666666666666,81.89,21.82903225806452,149.03,29.303,67.37,30.50548387096774,39.61,26.58451612903226,77.31000000000002,26.88533333333333,61.43,17.597096774193552,154.94000000000003,8.475666666666665,7.37,1.7706451612903225,7.25
2018,19,015,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",193.7,,24.62037037037037,851.6619999999999,015,19015,-2.6232258064516123,34.07,-0.9817857142857142,33.669999999999995,6.573548387096774,69.15,10.997333333333332,38.980000000000004,26.356774193548382,112.83999999999997,28.686666666666657,287.06999999999994,29.180645161290318,94.55999999999999,28.0158064516129,154.22,24.555000000000003,164.37,14.91451612903226,108.79,3.737333333333332,37.870000000000005,2.5516129032258053,61.419999999999995
2019,19,015,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",194.8,,24.324074074074073,687.578,015,19015,-2.2887096774193543,17.28,-4.4835714285714285,49.13,4.651290322580645,34.96,16.91633333333333,51.20000000000001,19.930645161290325,207.74,26.860999999999997,113.05999999999999,29.52354838709677,127.22000000000001,26.72741935483871,54.4,25.843,133.84,14.365483870967742,154.10000000000002,5.1773333333333325,35.04,4.049354838709678,26.36
2020,19,015,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",160.7,3.5,24.63888888888889,394.20799999999997,015,19015,-0.9258064516129033,29.630000000000003,1.6489655172413793,12.86,10.551935483870967,63.68,15.570333333333334,33.42,19.892903225806453,132.57,29.044666666666664,55.050000000000004,30.694838709677423,54.27999999999999,29.33419354838709,33.309999999999995,23.262666666666668,84.07000000000001,14.35161290322581,42.78999999999999,12.630000000000003,46.49,2.613870967741935,23.380000000000003
2021,19,015,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",208.4,2.3,25.712962962962962,405.89199999999994,015,19015,-0.41774193548387095,20.219999999999995,-6.226071428571427,17.55,11.919677419354835,65.95,16.84933333333333,17.41,21.09290322580646,102.13,30.312666666666658,61.779999999999994,29.30387096774193,88.91,29.3183870967742,89.71000000000001,27.074333333333332,46.63,18.92645161290323,152.61,10.453666666666665,28.169999999999998,6.220645161290324,14.93
2022,19,015,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",202.4,1.8,24.638888888888896,602.742,015,19015,-2.5954838709677417,22.75,0.8103571428571428,4.83,8.965806451612902,81.82999999999997,13.029666666666666,111.00999999999999,22.570967741935483,117.66999999999999,29.022999999999993,170.08999999999997,29.687096774193552,77.99000000000001,28.827096774193553,78.01,25.096333333333334,49.15,18.54225806451613,16.0,8.782666666666668,35.41,-1.533870967741935,45.39
2023,19,015,05,5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",226.5,2.2,25.694444444444443,486.41,015,19015,-0.46838709677419377,60.609999999999985,2.86,64.82999999999998,6.571290322580645,39.169999999999995,17.377000000000002,62.599999999999994,24.387741935483866,86.18,28.39366666666667,89.41999999999999,28.231290322580648,71.13000000000001,28.55290322580645,85.77000000000001,26.636999999999997,52.629999999999995,18.100967741935484,50.78,11.109333333333336,3.07,6.0306451612903205,38.58
1926,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",42.0,,23.435185185185187,583.184,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1927,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",28.1,,22.814814814814813,548.64,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1928,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",40.6,,22.85185185185185,647.192,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1929,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",40.9,,23.490740740740744,484.12399999999997,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1930,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",38.4,,25.2962962962963,561.5939999999999,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1931,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",30.3,,25.981481481481485,553.466,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1932,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",44.1,,24.37962962962963,572.2620000000001,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1933,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",40.4,,25.240740740740744,457.45400000000006,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1934,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",39.8,,26.194444444444446,487.42599999999993,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1935,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",39.8,,23.194444444444443,484.37799999999993,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1936,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19.7,,26.175925925925924,512.572,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1937,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",39.3,,24.38888888888889,532.384,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1938,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",50.8,,24.064814814814813,810.0059999999999,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1939,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",51.1,,25.296296296296294,446.278,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1940,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",56.3,,23.87962962962963,633.4759999999999,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1941,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",49.3,,25.65740740740741,610.108,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1942,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",48.5,,23.722222222222225,798.5759999999999,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1943,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",61.4,,23.111111111111114,637.286,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1944,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",51.9,,23.51851851851852,699.262,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1945,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",44.3,,22.11111111111111,650.4939999999999,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1946,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",57.1,,23.833333333333332,521.9699999999999,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1947,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",28.4,,23.203703703703706,655.574,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1948,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",55.1,,24.90740740740741,463.5499999999999,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1949,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",50.2,,24.63888888888889,396.74799999999993,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1950,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",50.8,,21.694444444444443,627.634,017,19017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1951,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",45.8,,21.416666666666668,738.124,017,19017,-6.306451612903225,16.669999999999998,-2.345357142857143,66.57000000000001,0.05677419354838711,124.8,10.379,158.85000000000002,22.47548387096775,82.60999999999999,23.119999999999994,150.86,27.197419354838708,134.46,25.057419354838707,158.26000000000002,20.25466666666667,53.41,15.398709677419351,102.63000000000001,2.544666666666666,30.36,-3.336451612903225,32.65
1952,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",60.6,,24.064814814814813,444.75399999999996,017,19017,-3.244516129032258,45.47,1.6268965517241383,11.61,3.0964516129032256,79.55,15.832666666666665,33.919999999999995,19.89677419354839,133.39999999999998,28.137666666666668,99.22999999999999,29.374838709677416,72.35,26.086129032258064,87.28999999999998,25.070666666666668,18.28,15.25935483870968,0.04,8.224666666666666,54.34,-1.3709677419354838,30.83
1953,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",61.1,,23.240740740740737,520.6999999999999,017,19017,-2.751935483870968,15.63,-0.07714285714285703,42.88999999999999,6.069677419354838,75.71000000000001,10.290333333333335,110.57000000000002,21.0725806451613,46.160000000000004,27.451333333333324,143.46999999999997,28.09387096774194,132.53,28.083548387096783,68.42,24.523333333333333,19.46,21.268709677419352,12.200000000000001,9.515333333333333,39.14,0.4141935483870967,35.61
1954,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",67.6,,23.638888888888886,660.9079999999999,017,19017,-3.104193548387097,6.06,6.017142857142857,14.590000000000002,4.251290322580646,34.28,16.37066666666667,133.17999999999998,18.47806451612903,111.01,27.40333333333334,143.77,29.61064516129033,57.28999999999999,26.38903225806451,133.09,23.57,82.53999999999999,15.009032258064515,93.01999999999998,8.526000000000002,7.18,-1.1087096774193548,21.169999999999998
1955,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",55.0,,25.7037037037037,474.9799999999999,017,19017,-4.2700000000000005,12.370000000000003,-2.3757142857142868,26.830000000000002,4.893225806451612,23.479999999999997,18.692666666666664,81.17999999999999,23.312580645161287,108.47,24.856333333333332,37.07,31.438064516129042,121.93,30.61645161290322,53.989999999999995,25.267,72.09,16.581935483870968,62.17999999999999,2.979000000000001,9.55,-3.9780645161290327,13.71
1956,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",67.3,,23.5,507.23799999999994,017,19017,-3.8612903225806448,13.31,-1.2093103448275864,5.86,3.2777419354838715,44.86,13.454666666666668,61.36,21.68903225806452,104.27999999999999,29.031999999999996,68.6,27.27709677419355,118.35,27.047419354838702,97.05999999999999,22.578,57.41,20.716129032258063,48.88,5.817333333333334,44.67999999999999,0.050645161290322635,12.350000000000001
1957,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",62.3,,22.93518518518518,500.38,017,19017,-6.32483870967742,10.35,1.457857142857143,5.82,5.646451612903227,27.34,14.81366666666667,54.28,19.352903225806447,112.07,25.193999999999992,99.56999999999998,30.120645161290323,72.51000000000002,27.23032258064517,105.72,20.927999999999997,56.370000000000005,14.414193548387095,51.75,4.146333333333334,67.25999999999999,1.0122580645161294,20.869999999999997
1958,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",74.1,,22.916666666666668,540.766,017,19017,-2.914193548387096,10.5,-4.382142857142855,0.68,4.632903225806452,9.170000000000002,15.082333333333333,56.920000000000016,22.8083870967742,63.92,23.42,93.30999999999999,25.76387096774193,151.14,27.42,89.07000000000001,22.915666666666663,86.47,18.729677419354836,18.189999999999998,8.83,57.76,-3.751612903225807,8.59
1959,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",69.3,,23.888888888888886,644.398,017,19017,-6.308709677419355,12.52,-3.507857142857142,35.510000000000005,3.5541935483870963,85.86,15.095999999999998,30.14,22.034516129032255,148.32000000000002,27.104999999999997,159.76999999999998,27.577096774193553,62.18000000000001,28.883548387096777,142.32999999999998,22.641666666666666,101.61,12.8,49.14,1.8746666666666667,73.67999999999999,2.569354838709677,37.51
1960,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",59.4,,23.222222222222225,674.6239999999999,017,19017,-3.2729032258064508,41.830000000000005,-2.509655172413793,21.09,-1.6741935483870962,39.400000000000006,15.156333333333333,137.75,20.24,152.41,24.874999999999996,67.14999999999999,27.970967741935485,57.99999999999999,27.605806451612896,142.07999999999998,23.44033333333334,117.47999999999999,16.691290322580645,78.78,8.716333333333333,19.770000000000003,-1.8393548387096776,17.52
1961,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",74.4,,22.166666666666668,600.71,017,19017,-3.8041935483870963,8.94,2.1250000000000004,53.47,4.421612903225806,118.21,10.487999999999998,76.06,19.623225806451615,64.03,26.837,48.6,27.15967741935484,173.81,27.882258064516133,54.57000000000001,21.00166666666667,183.89999999999998,17.612580645161295,110.25,6.401333333333333,80.02000000000001,-3.7987096774193545,36.839999999999996
1962,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",71.2,,22.490740740740744,626.3639999999999,017,19017,-6.524193548387097,3.23,-4.250357142857143,54.72,1.0945161290322583,46.190000000000005,13.103000000000002,51.620000000000005,23.00451612903226,144.36999999999998,25.534666666666666,49.8,25.76258064516129,219.44,26.950967741935486,107.38,20.578000000000007,53.82000000000001,16.95193548387097,68.73000000000002,7.787999999999999,4.57,-1.4645161290322577,8.49
1963,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",84.2,,23.62037037037037,592.5819999999999,017,19017,-10.114193548387098,15.54,-3.6732142857142853,17.369999999999997,7.794516129032258,63.69,16.037666666666663,91.25,20.35483870967742,83.81,28.497333333333337,88.02999999999999,27.83677419354839,179.32000000000002,25.98580645161291,85.86,22.968666666666664,64.16,22.47483870967742,32.53,9.318666666666669,37.97,-7.236451612903223,17.43
1964,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",68.3,,23.796296296296294,615.188,017,19017,0.3351612903225806,9.379999999999999,3.1413793103448278,2.8,3.6216129032258064,40.65,14.315333333333333,137.24,23.6674193548387,105.66999999999999,26.709333333333333,101.87,30.280967741935488,55.91,26.499032258064513,88.2,21.26833333333333,126.55999999999999,16.102903225806454,7.61,8.836333333333332,24.04,-3.336129032258063,32.06
1965,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",82.9,,21.962962962962962,801.116,017,19017,-4.861612903225807,24.17,-3.3600000000000003,37.21,-1.5538709677419356,79.48,12.158999999999999,104.68999999999998,22.62193548387097,119.17,24.99533333333334,110.12,27.11387096774193,83.10999999999999,25.909677419354832,131.28,18.97533333333333,252.73999999999998,16.638387096774192,37.96,7.6306666666666665,41.85,3.2283870967741937,47.66
1966,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",87.6,,22.222222222222218,574.0400000000001,017,19017,-8.019677419354837,32.49,-0.6917857142857142,36.9,8.709677419354836,71.91000000000001,11.178666666666667,79.87,18.998387096774195,85.7,26.138,180.76,29.26774193548387,147.01999999999998,25.752258064516123,66.86,22.000333333333337,13.909999999999998,17.059354838709673,49.589999999999996,7.069666666666665,10.790000000000001,-1.5293548387096778,25.339999999999996
1967,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",94.2,,22.055555555555557,486.918,017,19017,-1.750645161290323,45.830000000000005,-3.2317857142857145,22.890000000000004,7.537096774193548,58.32999999999999,14.651333333333332,61.5,18.809032258064516,62.18,25.490666666666666,177.12999999999997,26.6341935483871,56.269999999999996,25.04193548387097,89.61,21.648000000000003,40.42,14.698387096774194,66.64,4.455,23.68,0.25419354838709707,26.17
1968,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",96.8,,22.944444444444446,804.9259999999999,017,19017,-3.559032258064516,20.72,-1.6113793103448275,2.6999999999999997,11.641290322580646,32.89,16.64233333333333,119.13000000000001,18.882580645161294,75.97000000000001,26.537333333333336,133.41,27.206774193548384,263.34000000000003,26.543225806451613,108.30999999999999,21.753000000000004,104.83,16.576451612903227,86.36999999999998,5.577,21.95,-2.503548387096774,69.66
1969,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",92.0,,22.824074074074076,672.5919999999999,017,19017,-6.65483870967742,45.03,-1.7771428571428571,2.5900000000000003,2.2393548387096773,23.44,15.289,109.71000000000002,21.225161290322582,107.38999999999999,22.685333333333332,205.70999999999998,27.599677419354844,159.35,28.029354838709676,28.200000000000003,22.188333333333333,62.32000000000001,13.330645161290324,84.82,6.997,6.640000000000001,-2.762903225806452,47.09
1970,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",95.5,,23.490740740740737,619.76,017,19017,-9.302580645161289,5.379999999999999,-1.06,12.870000000000001,3.1635483870967738,51.88,15.378333333333332,36.2,21.990645161290313,169.70999999999998,26.417333333333335,73.3,28.613225806451617,124.16000000000001,26.81580645161291,43.0,21.636666666666667,173.17000000000002,15.522580645161293,120.87000000000002,5.575333333333334,44.419999999999995,-1.3748387096774193,31.869999999999997
1971,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",97.6,,23.63888888888889,453.3899999999999,017,19017,-7.059999999999999,34.1,-3.7496428571428573,84.70000000000002,2.6716129032258062,32.76,16.187666666666665,33.56,19.581935483870964,128.7,28.953333333333337,119.72000000000001,25.980645161290322,73.85000000000001,27.113870967741935,15.54,24.048000000000005,82.02000000000001,19.21322580645161,56.28000000000001,6.520666666666667,86.94999999999999,-0.7561290322580645,46.78
1972,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",111.8,,22.472222222222225,742.9499999999999,017,19017,-6.161935483870968,9.02,-3.879655172413792,22.67,4.338064516129033,50.67,12.260666666666669,70.96,22.180967741935483,105.21999999999998,25.79533333333333,108.05,26.339354838709674,148.68,26.490000000000002,126.57999999999998,21.78966666666667,183.98000000000002,13.219677419354843,98.36,3.6759999999999997,39.18999999999999,-5.183548387096776,49.1
1973,19,017,03,3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",103.1,,22.435185185185187,668.02,017,19017,-3.224516129032258,31.59,-0.19964285714285726,37.81,9.92709677419355,76.69999999999999,12.439333333333334,95.40000000000002,18.672580645161286,159.00999999999996,27.23066666666666,106.91999999999999,27.64322580645161,95.17,27.58451612903226,54.66,21.038000000000004,156.68000000000004,19.10387096774194,48.28,6.956333333333333,73.78999999999999,-3.436451612903226,55.16
